customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_score_avg,segment
11408,117,1,81.94,5,1,2,512,2.6666666666666665,New Customers
11410,610,1,49.5,2,1,2,212,1.6666666666666667,Lost
11412,381,1,74.4,3,1,2,312,2.0,Potential
11413,63,3,190.6,5,5,4,554,4.666666666666667,Champions
11414,967,1,60.53,1,1,2,112,1.3333333333333333,Lost
11417,243,1,106.88,4,1,3,413,2.6666666666666665,New Customers
11421,76,3,224.56,5,5,5,555,5.0,Champions
11423,947,1,181.29,1,1,4,114,2.0,Lost
11428,176,3,502.63,4,5,5,455,4.666666666666667,Champions
11429,420,1,52.75,3,1,2,312,2.0,Potential
11431,179,1,15.93,4,1,1,411,2.0,New Customers
11432,649,1,55.29,2,1,2,212,1.6666666666666667,Lost
11433,617,3,187.36,2,5,4,254,3.6666666666666665,At Risk
11435,557,2,85.64,2,4,3,243,3.0,At Risk
11436,231,3,585.1899999999999,4,5,5,455,4.666666666666667,Champions
11437,621,2,432.99,2,4,5,245,3.6666666666666665,At Risk
11439,294,1,499.68,4,1,5,415,3.3333333333333335,New Customers
11440,89,1,59.49,5,1,2,512,2.6666666666666665,New Customers
11443,327,2,50.77,3,4,2,342,3.0,Potential
11444,519,1,53.13,3,1,2,312,2.0,Potential
11446,803,1,86.73,1,1,3,113,1.6666666666666667,Lost
11449,297,2,146.63,4,4,4,444,4.0,Champions
11450,935,1,20.75,1,1,1,111,1.0,Lost
11451,351,2,150.48000000000002,3,4,4,344,3.6666666666666665,Loyal Customers
11456,293,1,86.99,4,1,3,413,2.6666666666666665,New Customers
11457,468,2,195.72,3,4,4,344,3.6666666666666665,Loyal Customers
11458,691,2,234.85,2,4,5,245,3.6666666666666665,At Risk
11459,3,4,350.59,5,5,5,555,5.0,Champions
11462,389,1,385.88,3,1,5,315,3.0,Potential
11463,779,1,148.9,1,1,4,114,2.0,Lost
11464,702,1,18.71,2,1,1,211,1.3333333333333333,Lost
11466,268,1,163.46,4,1,4,414,3.0,New Customers
11467,447,2,157.56,3,4,4,344,3.6666666666666665,Loyal Customers
11470,861,1,106.97,1,1,3,113,1.6666666666666667,Lost
11471,370,1,35.86,3,1,1,311,1.6666666666666667,Potential
11472,14,3,120.71000000000001,5,5,3,553,4.333333333333333,Loyal Customers
11473,617,3,407.44,2,5,5,255,4.0,At Risk
11475,888,1,55.31,1,1,2,112,1.3333333333333333,Lost
11477,401,1,115.3,3,1,3,313,2.3333333333333335,Potential
11479,419,2,301.81,3,4,5,345,4.0,Loyal Customers
11480,108,1,98.84,5,1,3,513,3.0,New Customers
11481,415,2,306.28,3,4,5,345,4.0,Loyal Customers
11482,28,1,56.6,5,1,2,512,2.6666666666666665,New Customers
11483,916,1,109.83,1,1,3,113,1.6666666666666667,Lost
11484,314,1,197.85,4,1,4,414,3.0,New Customers
11489,598,1,38.26,2,1,1,211,1.3333333333333333,Lost
11491,1070,1,56.53,1,1,2,112,1.3333333333333333,Lost
11492,232,2,34.769999999999996,4,4,1,441,3.0,Potential
11493,784,1,38.08,1,1,1,111,1.0,Lost
11495,787,2,252.87,1,4,5,145,3.3333333333333335,At Risk
11499,329,3,244.31,3,5,5,355,4.333333333333333,Loyal Customers
11500,634,1,55.67,2,1,2,212,1.6666666666666667,Lost
11504,11,3,265.21,5,5,5,555,5.0,Champions
11506,94,2,172.64,5,4,4,544,4.333333333333333,Champions
11511,184,3,108.93,4,5,3,453,4.0,Loyal Customers
11515,202,2,159.17000000000002,4,4,4,444,4.0,Champions
11516,97,2,147.78,5,4,4,544,4.333333333333333,Champions
11517,272,1,25.42,4,1,1,411,2.0,New Customers
11518,748,1,9.03,2,1,1,211,1.3333333333333333,Lost
11519,119,2,24.439999999999998,5,4,1,541,3.3333333333333335,Potential
11520,303,3,133.51,4,5,4,454,4.333333333333333,Champions
11521,548,3,209.6,2,5,4,254,3.6666666666666665,At Risk
11522,95,1,71.41,5,1,2,512,2.6666666666666665,New Customers
11524,5,3,48.82,5,5,2,552,4.0,Potential
11526,42,2,69.51,5,4,2,542,3.6666666666666665,Potential
11527,123,2,162.53,5,4,4,544,4.333333333333333,Champions
11530,350,1,42.33,3,1,1,311,1.6666666666666667,Potential
11531,72,1,23.93,5,1,1,511,2.3333333333333335,New Customers
11532,963,1,299.76,1,1,5,115,2.3333333333333335,Lost
11534,788,1,18.23,1,1,1,111,1.0,Lost
11536,181,1,23.81,4,1,1,411,2.0,New Customers
11538,185,2,99.39,4,4,3,443,3.6666666666666665,Loyal Customers
11539,91,1,344.76,5,1,5,515,3.6666666666666665,New Customers
11542,231,6,440.74,4,5,5,455,4.666666666666667,Champions
11544,475,1,39.82,3,1,1,311,1.6666666666666667,Potential
11549,764,1,106.38,2,1,3,213,2.0,Lost
11551,28,2,444.71,5,4,5,545,4.666666666666667,Champions
11554,502,1,81.91,3,1,2,312,2.0,Potential
11555,704,1,20.5,2,1,1,211,1.3333333333333333,Lost
11558,452,1,150.9,3,1,4,314,2.6666666666666665,Potential
11561,198,1,10.58,4,1,1,411,2.0,New Customers
11563,795,1,30.76,1,1,1,111,1.0,Lost
11565,252,2,138.31,4,4,4,444,4.0,Champions
11566,142,2,126.94,4,4,3,443,3.6666666666666665,Loyal Customers
11567,912,1,31.43,1,1,1,111,1.0,Lost
11569,1068,1,296.6,1,1,5,115,2.3333333333333335,Lost
11570,84,1,57.68,5,1,2,512,2.6666666666666665,New Customers
11571,29,1,50.96,5,1,2,512,2.6666666666666665,New Customers
11576,441,1,55.29,3,1,2,312,2.0,Potential
11577,139,1,64.45,5,1,2,512,2.6666666666666665,New Customers
11578,178,2,154.4,4,4,4,444,4.0,Champions
11580,209,3,192.53,4,5,4,454,4.333333333333333,Champions
11581,814,1,33.65,1,1,1,111,1.0,Lost
11582,254,3,314.72,4,5,5,455,4.666666666666667,Champions
11586,611,1,132.72,2,1,3,213,2.0,Lost
11587,42,3,494.74,5,5,5,555,5.0,Champions
11588,769,1,110.73,2,1,3,213,2.0,Lost
11589,358,1,23.03,3,1,1,311,1.6666666666666667,Potential
11591,669,1,139.72,2,1,4,214,2.3333333333333335,Lost
11595,167,3,270.0,4,5,5,455,4.666666666666667,Champions
11600,959,1,129.68,1,1,3,113,1.6666666666666667,Lost
11601,166,2,131.48,4,4,3,443,3.6666666666666665,Loyal Customers
11602,147,2,494.39,4,4,5,445,4.333333333333333,Champions
11606,470,3,234.07999999999998,3,5,5,355,4.333333333333333,Loyal Customers
11608,418,1,131.33,3,1,3,313,2.3333333333333335,Potential
11609,11,2,150.02,5,4,4,544,4.333333333333333,Champions
11610,696,3,224.08,2,5,5,255,4.0,At Risk
11611,779,2,114.05000000000001,1,4,3,143,2.6666666666666665,At Risk
11612,251,2,647.46,4,4,5,445,4.333333333333333,Champions
11613,826,1,44.06,1,1,1,111,1.0,Lost
11614,890,1,103.2,1,1,3,113,1.6666666666666667,Lost
11615,990,2,131.95,1,4,3,143,2.6666666666666665,At Risk
11617,832,1,75.55,1,1,2,112,1.3333333333333333,Lost
11618,601,1,108.88,2,1,3,213,2.0,Lost
11619,32,2,60.03,5,4,2,542,3.6666666666666665,Potential
11623,598,1,61.24,2,1,2,212,1.6666666666666667,Lost
11624,630,2,69.84,2,4,2,242,2.6666666666666665,At Risk
11626,214,2,125.82,4,4,3,443,3.6666666666666665,Loyal Customers
11627,301,2,220.5,4,4,4,444,4.0,Champions
11628,752,2,162.82999999999998,2,4,4,244,3.3333333333333335,At Risk
11630,98,1,135.48,5,1,4,514,3.3333333333333335,New Customers
11632,12,1,348.08,5,1,5,515,3.6666666666666665,New Customers
11634,906,1,49.46,1,1,2,112,1.3333333333333333,Lost
11635,113,1,31.62,5,1,1,511,2.3333333333333335,New Customers
11638,779,1,88.37,1,1,3,113,1.6666666666666667,Lost
11639,1090,1,81.89,1,1,2,112,1.3333333333333333,Lost
11641,116,1,262.88,5,1,5,515,3.6666666666666665,New Customers
11642,39,2,156.72,5,4,4,544,4.333333333333333,Champions
11644,278,1,57.03,4,1,2,412,2.3333333333333335,New Customers
11646,285,1,33.14,4,1,1,411,2.0,New Customers
11648,362,2,137.4,3,4,4,344,3.6666666666666665,Loyal Customers
11649,926,1,94.52,1,1,3,113,1.6666666666666667,Lost
11650,390,2,194.47,3,4,4,344,3.6666666666666665,Loyal Customers
11652,108,6,480.51,5,5,5,555,5.0,Champions
11655,113,4,549.3199999999999,5,5,5,555,5.0,Champions
11656,900,1,88.49,1,1,3,113,1.6666666666666667,Lost
11657,1016,1,9.74,1,1,1,111,1.0,Lost
11658,282,1,21.59,4,1,1,411,2.0,New Customers
11660,984,1,62.19,1,1,2,112,1.3333333333333333,Lost
11661,407,1,21.92,3,1,1,311,1.6666666666666667,Potential
11662,0,2,62.41,5,4,2,542,3.6666666666666665,Potential
11663,772,1,18.23,2,1,1,211,1.3333333333333333,Lost
11665,39,2,175.84,5,4,4,544,4.333333333333333,Champions
11666,792,1,78.6,1,1,2,112,1.3333333333333333,Lost
11667,567,2,288.82,2,4,5,245,3.6666666666666665,At Risk
11668,238,1,27.91,4,1,1,411,2.0,New Customers
11669,991,1,71.54,1,1,2,112,1.3333333333333333,Lost
11670,138,1,54.64,5,1,2,512,2.6666666666666665,New Customers
11673,379,2,37.91,3,4,1,341,2.6666666666666665,Potential
11674,86,2,177.31,5,4,4,544,4.333333333333333,Champions
11675,613,1,12.01,2,1,1,211,1.3333333333333333,Lost
11676,906,1,23.51,1,1,1,111,1.0,Lost
11677,775,1,20.95,1,1,1,111,1.0,Lost
11678,862,1,136.61,1,1,4,114,2.0,Lost
11679,609,1,34.77,2,1,1,211,1.3333333333333333,Lost
11680,707,1,39.73,2,1,1,211,1.3333333333333333,Lost
11681,738,1,148.42,2,1,4,214,2.3333333333333335,Lost
11682,650,2,195.56,2,4,4,244,3.3333333333333335,At Risk
11684,154,3,219.7,4,5,4,454,4.333333333333333,Champions
11685,357,3,144.97,3,5,4,354,4.0,Loyal Customers
11686,744,1,12.39,2,1,1,211,1.3333333333333333,Lost
11687,626,1,204.26,2,1,4,214,2.3333333333333335,Lost
11688,35,1,147.61,5,1,4,514,3.3333333333333335,New Customers
11689,882,1,161.25,1,1,4,114,2.0,Lost
11692,965,1,131.34,1,1,3,113,1.6666666666666667,Lost
11693,722,1,24.74,2,1,1,211,1.3333333333333333,Lost
11694,66,3,166.7,5,5,4,554,4.666666666666667,Champions
11697,947,1,27.13,1,1,1,111,1.0,Lost
11698,214,1,31.78,4,1,1,411,2.0,New Customers
11700,453,2,326.75,3,4,5,345,4.0,Loyal Customers
11702,108,4,416.52,5,5,5,555,5.0,Champions
11703,26,2,89.78,5,4,3,543,4.0,Loyal Customers
11704,726,1,13.48,2,1,1,211,1.3333333333333333,Lost
11705,614,3,224.12,2,5,5,255,4.0,At Risk
11706,673,1,73.01,2,1,2,212,1.6666666666666667,Lost
11707,358,1,188.44,3,1,4,314,2.6666666666666665,Potential
11714,183,2,245.57,4,4,5,445,4.333333333333333,Champions
11715,244,1,93.32,4,1,3,413,2.6666666666666665,New Customers
11716,723,1,200.8,2,1,4,214,2.3333333333333335,Lost
11717,89,3,168.69,5,5,4,554,4.666666666666667,Champions
11719,416,2,82.86,3,4,3,343,3.3333333333333335,Loyal Customers
11720,535,3,623.5699999999999,2,5,5,255,4.0,At Risk
11721,290,2,28.79,4,4,1,441,3.0,Potential
11722,32,1,41.76,5,1,1,511,2.3333333333333335,New Customers
11723,790,1,42.41,1,1,1,111,1.0,Lost
11724,523,1,321.44,2,1,5,215,2.6666666666666665,Lost
11728,53,3,230.09,5,5,5,555,5.0,Champions
11730,555,1,32.72,2,1,1,211,1.3333333333333333,Lost
11732,48,4,315.60999999999996,5,5,5,555,5.0,Champions
11733,530,1,34.66,2,1,1,211,1.3333333333333333,Lost
11734,66,1,180.18,5,1,4,514,3.3333333333333335,New Customers
11738,949,1,20.25,1,1,1,111,1.0,Lost
11740,594,3,314.15,2,5,5,255,4.0,At Risk
11742,592,1,73.57,2,1,2,212,1.6666666666666667,Lost
11745,796,1,37.25,1,1,1,111,1.0,Lost
11747,692,1,235.26,2,1,5,215,2.6666666666666665,Lost
11751,345,2,180.96,3,4,4,344,3.6666666666666665,Loyal Customers
11754,62,2,468.42,5,4,5,545,4.666666666666667,Champions
11755,65,1,28.63,5,1,1,511,2.3333333333333335,New Customers
11756,321,1,54.51,4,1,2,412,2.3333333333333335,New Customers
11757,385,2,166.26,3,4,4,344,3.6666666666666665,Loyal Customers
11758,456,4,284.84000000000003,3,5,5,355,4.333333333333333,Loyal Customers
11759,610,1,9.08,2,1,1,211,1.3333333333333333,Lost
11760,657,1,86.34,2,1,3,213,2.0,Lost
11761,869,1,115.08,1,1,3,113,1.6666666666666667,Lost
11762,43,1,64.79,5,1,2,512,2.6666666666666665,New Customers
11764,172,1,82.09,4,1,2,412,2.3333333333333335,New Customers
11765,300,1,70.36,4,1,2,412,2.3333333333333335,New Customers
11766,241,1,13.52,4,1,1,411,2.0,New Customers
11767,116,1,414.87,5,1,5,515,3.6666666666666665,New Customers
11768,785,2,58.489999999999995,1,4,2,142,2.3333333333333335,At Risk
11772,563,1,152.48,2,1,4,214,2.3333333333333335,Lost
11773,590,1,74.99,2,1,2,212,1.6666666666666667,Lost
11774,694,1,206.07,2,1,4,214,2.3333333333333335,Lost
11777,755,1,33.33,2,1,1,211,1.3333333333333333,Lost
11779,249,3,170.89,4,5,4,454,4.333333333333333,Champions
11781,381,2,272.11,3,4,5,345,4.0,Loyal Customers
11782,627,1,54.37,2,1,2,212,1.6666666666666667,Lost
11783,90,4,507.63,5,5,5,555,5.0,Champions
11784,138,1,49.25,5,1,2,512,2.6666666666666665,New Customers
11785,32,1,187.53,5,1,4,514,3.3333333333333335,New Customers
11787,133,1,273.21,5,1,5,515,3.6666666666666665,New Customers
11790,833,1,166.78,1,1,4,114,2.0,Lost
11791,748,1,46.2,2,1,2,212,1.6666666666666667,Lost
11792,901,1,88.05,1,1,3,113,1.6666666666666667,Lost
11793,574,1,100.76,2,1,3,213,2.0,Lost
11794,739,1,55.44,2,1,2,212,1.6666666666666667,Lost
11795,744,1,51.55,2,1,2,212,1.6666666666666667,Lost
11797,480,1,173.04,3,1,4,314,2.6666666666666665,Potential
11799,572,2,292.7,2,4,5,245,3.6666666666666665,At Risk
11800,715,1,1858.32,2,1,5,215,2.6666666666666665,Lost
11801,424,1,259.96,3,1,5,315,3.0,Potential
11802,403,2,129.18,3,4,3,343,3.3333333333333335,Loyal Customers
11804,288,3,494.79,4,5,5,455,4.666666666666667,Champions
11805,174,2,79.38000000000001,4,4,2,442,3.3333333333333335,Potential
11807,516,1,118.68,3,1,3,313,2.3333333333333335,Potential
11808,422,1,118.89,3,1,3,313,2.3333333333333335,Potential
11809,919,1,175.92,1,1,4,114,2.0,Lost
11811,8,1,64.4,5,1,2,512,2.6666666666666665,New Customers
11813,756,1,9.08,2,1,1,211,1.3333333333333333,Lost
11814,1091,1,74.12,1,1,2,112,1.3333333333333333,Lost
11816,773,1,16.97,2,1,1,211,1.3333333333333333,Lost
11817,876,1,48.37,1,1,2,112,1.3333333333333333,Lost
11819,1025,1,100.76,1,1,3,113,1.6666666666666667,Lost
11821,894,1,40.55,1,1,1,111,1.0,Lost
11824,723,2,267.62,2,4,5,245,3.6666666666666665,At Risk
11825,247,2,106.66,4,4,3,443,3.6666666666666665,Loyal Customers
11826,205,1,109.33,4,1,3,413,2.6666666666666665,New Customers
11827,174,2,437.08,4,4,5,445,4.333333333333333,Champions
11828,351,1,39.14,3,1,1,311,1.6666666666666667,Potential
11829,792,2,82.58,1,4,3,143,2.6666666666666665,At Risk
11830,394,2,71.47,3,4,2,342,3.0,Potential
11832,23,2,82.93,5,4,3,543,4.0,Loyal Customers
11834,819,1,37.15,1,1,1,111,1.0,Lost
11835,775,1,82.39,1,1,3,113,1.6666666666666667,Lost
11838,425,2,76.41,3,4,2,342,3.0,Potential
11840,164,1,60.12,4,1,2,412,2.3333333333333335,New Customers
11841,105,3,369.03,5,5,5,555,5.0,Champions
11843,134,2,484.35999999999996,5,4,5,545,4.666666666666667,Champions
11844,246,1,69.28,4,1,2,412,2.3333333333333335,New Customers
11847,306,1,204.2,4,1,4,414,3.0,New Customers
11851,6,2,165.62,5,4,4,544,4.333333333333333,Champions
11852,925,1,58.77,1,1,2,112,1.3333333333333333,Lost
11853,476,1,78.21,3,1,2,312,2.0,Potential
11857,244,1,152.37,4,1,4,414,3.0,New Customers
11858,107,2,62.17,5,4,2,542,3.6666666666666665,Potential
11859,419,2,271.3,3,4,5,345,4.0,Loyal Customers
11860,826,1,46.27,1,1,2,112,1.3333333333333333,Lost
11861,46,2,186.5,5,4,4,544,4.333333333333333,Champions
11864,990,1,292.71,1,1,5,115,2.3333333333333335,Lost
11865,703,1,147.49,2,1,4,214,2.3333333333333335,Lost
11869,852,1,23.13,1,1,1,111,1.0,Lost
11873,205,1,12.2,4,1,1,411,2.0,New Customers
11875,99,1,256.23,5,1,5,515,3.6666666666666665,New Customers
11877,893,1,66.58,1,1,2,112,1.3333333333333333,Lost
11881,144,2,146.59,4,4,4,444,4.0,Champions
11882,411,2,116.12,3,4,3,343,3.3333333333333335,Loyal Customers
11889,39,2,36.12,5,4,1,541,3.3333333333333335,Potential
11890,231,2,138.59,4,4,4,444,4.0,Champions
11891,641,2,165.7,2,4,4,244,3.3333333333333335,At Risk
11893,932,1,175.43,1,1,4,114,2.0,Lost
11894,196,1,260.44,4,1,5,415,3.3333333333333335,New Customers
11898,19,1,75.4,5,1,2,512,2.6666666666666665,New Customers
11899,420,1,18.29,3,1,1,311,1.6666666666666667,Potential
11900,306,3,191.17,4,5,4,454,4.333333333333333,Champions
11901,288,2,100.77000000000001,4,4,3,443,3.6666666666666665,Loyal Customers
11902,52,1,33.18,5,1,1,511,2.3333333333333335,New Customers
11903,314,2,110.09,4,4,3,443,3.6666666666666665,Loyal Customers
11904,837,1,568.95,1,1,5,115,2.3333333333333335,Lost
11905,1031,1,241.9,1,1,5,115,2.3333333333333335,Lost
11906,8,1,57.5,5,1,2,512,2.6666666666666665,New Customers
11907,15,3,257.74,5,5,5,555,5.0,Champions
11910,972,1,124.05,1,1,3,113,1.6666666666666667,Lost
11911,769,1,55.39,2,1,2,212,1.6666666666666667,Lost
11913,471,2,231.36,3,4,5,345,4.0,Loyal Customers
11918,888,2,379.09000000000003,1,4,5,145,3.3333333333333335,At Risk
11920,602,3,544.89,2,5,5,255,4.0,At Risk
11922,798,1,70.36,1,1,2,112,1.3333333333333333,Lost
11923,1050,1,37.02,1,1,1,111,1.0,Lost
11925,782,1,128.41,1,1,3,113,1.6666666666666667,Lost
11926,36,1,41.44,5,1,1,511,2.3333333333333335,New Customers
11927,1005,1,141.63,1,1,4,114,2.0,Lost
11930,568,1,134.44,2,1,4,214,2.3333333333333335,Lost
11932,2,1,137.36,5,1,4,514,3.3333333333333335,New Customers
11933,744,1,8.97,2,1,1,211,1.3333333333333333,Lost
11934,227,1,149.98,4,1,4,414,3.0,New Customers
11935,470,1,89.63,3,1,3,313,2.3333333333333335,Potential
11939,1073,1,72.98,1,1,2,112,1.3333333333333333,Lost
11940,633,3,339.78000000000003,2,5,5,255,4.0,At Risk
11942,156,2,326.14,4,4,5,445,4.333333333333333,Champions
11943,266,2,107.22999999999999,4,4,3,443,3.6666666666666665,Loyal Customers
11945,225,1,86.45,4,1,3,413,2.6666666666666665,New Customers
11947,702,1,52.04,2,1,2,212,1.6666666666666667,Lost
11948,722,1,110.15,2,1,3,213,2.0,Lost
11949,827,1,96.89,1,1,3,113,1.6666666666666667,Lost
11952,84,1,188.05,5,1,4,514,3.3333333333333335,New Customers
11953,48,1,120.69,5,1,3,513,3.0,New Customers
11955,135,1,18.88,5,1,1,511,2.3333333333333335,New Customers
11956,1046,1,23.95,1,1,1,111,1.0,Lost
11957,978,1,32.74,1,1,1,111,1.0,Lost
11959,63,2,192.53,5,4,4,544,4.333333333333333,Champions
11963,679,1,70.34,2,1,2,212,1.6666666666666667,Lost
11964,754,1,95.76,2,1,3,213,2.0,Lost
11965,144,2,123.92,4,4,3,443,3.6666666666666665,Loyal Customers
11968,174,2,179.92999999999998,4,4,4,444,4.0,Champions
11969,379,2,496.59000000000003,3,4,5,345,4.0,Loyal Customers
11970,896,2,196.85,1,4,4,144,3.0,At Risk
11971,916,1,385.4,1,1,5,115,2.3333333333333335,Lost
11972,418,1,34.77,3,1,1,311,1.6666666666666667,Potential
11973,302,3,155.06,4,5,4,454,4.333333333333333,Champions
11975,553,1,99.57,2,1,3,213,2.0,Lost
11977,5,1,57.21,5,1,2,512,2.6666666666666665,New Customers
11978,159,2,308.28000000000003,4,4,5,445,4.333333333333333,Champions
11983,358,1,75.69,3,1,2,312,2.0,Potential
11984,822,1,128.14,1,1,3,113,1.6666666666666667,Lost
11985,329,1,111.58,3,1,3,313,2.3333333333333335,Potential
11988,187,1,28.63,4,1,1,411,2.0,New Customers
11989,66,1,68.98,5,1,2,512,2.6666666666666665,New Customers
11991,671,2,161.12,2,4,4,244,3.3333333333333335,At Risk
11993,457,1,76.36,3,1,2,312,2.0,Potential
11995,130,2,223.99,5,4,5,545,4.666666666666667,Champions
11996,733,1,102.66,2,1,3,213,2.0,Lost
11997,1060,1,185.25,1,1,4,114,2.0,Lost
11998,362,1,52.22,3,1,2,312,2.0,Potential
11999,44,1,66.96,5,1,2,512,2.6666666666666665,New Customers
12000,420,2,259.69,3,4,5,345,4.0,Loyal Customers
12001,957,2,305.86,1,4,5,145,3.3333333333333335,At Risk
12002,1090,1,58.76,1,1,2,112,1.3333333333333333,Lost
12003,211,2,106.21000000000001,4,4,3,443,3.6666666666666665,Loyal Customers
12004,346,1,284.7,3,1,5,315,3.0,Potential
12005,17,2,213.75,5,4,4,544,4.333333333333333,Champions
12007,31,1,66.3,5,1,2,512,2.6666666666666665,New Customers
12010,287,2,160.31,4,4,4,444,4.0,Champions
12012,415,1,68.37,3,1,2,312,2.0,Potential
12014,742,1,19.78,2,1,1,211,1.3333333333333333,Lost
12015,149,3,886.63,4,5,5,455,4.666666666666667,Champions
12016,847,2,398.08000000000004,1,4,5,145,3.3333333333333335,At Risk
12017,395,1,24.52,3,1,1,311,1.6666666666666667,Potential
12020,969,1,89.27,1,1,3,113,1.6666666666666667,Lost
12024,378,1,67.12,3,1,2,312,2.0,Potential
12026,833,2,119.73,1,4,3,143,2.6666666666666665,At Risk
12027,476,1,8.45,3,1,1,311,1.6666666666666667,Potential
12029,851,1,174.1,1,1,4,114,2.0,Lost
12030,359,2,383.93,3,4,5,345,4.0,Loyal Customers
12032,198,2,48.17,4,4,2,442,3.3333333333333335,Potential
12034,20,1,123.12,5,1,3,513,3.0,New Customers
12035,695,1,189.58,2,1,4,214,2.3333333333333335,Lost
12036,759,1,99.77,2,1,3,213,2.0,Lost
12039,781,1,19.53,1,1,1,111,1.0,Lost
12040,135,1,55.11,5,1,2,512,2.6666666666666665,New Customers
12041,377,2,167.99,3,4,4,344,3.6666666666666665,Loyal Customers
12042,369,1,30.69,3,1,1,311,1.6666666666666667,Potential
12044,88,3,137.57,5,5,4,554,4.666666666666667,Champions
12045,736,2,58.2,2,4,2,242,2.6666666666666665,At Risk
12046,455,1,94.89,3,1,3,313,2.3333333333333335,Potential
12047,230,1,11.98,4,1,1,411,2.0,New Customers
12048,146,2,79.18,4,4,2,442,3.3333333333333335,Potential
12049,45,1,82.63,5,1,3,513,3.0,New Customers
12051,287,1,158.08,4,1,4,414,3.0,New Customers
12052,670,2,104.09,2,4,3,243,3.0,At Risk
12053,245,1,33.04,4,1,1,411,2.0,New Customers
12054,765,1,9.32,2,1,1,211,1.3333333333333333,Lost
12055,758,1,108.02,2,1,3,213,2.0,Lost
12056,372,2,198.89999999999998,3,4,4,344,3.6666666666666665,Loyal Customers
12058,399,3,602.7,3,5,5,355,4.333333333333333,Loyal Customers
12059,872,1,164.88,1,1,4,114,2.0,Lost
12062,202,4,209.01,4,5,4,454,4.333333333333333,Champions
12064,796,1,121.58,1,1,3,113,1.6666666666666667,Lost
12065,242,2,45.260000000000005,4,4,1,441,3.0,Potential
12066,254,4,258.98,4,5,5,455,4.666666666666667,Champions
12067,1040,1,61.78,1,1,2,112,1.3333333333333333,Lost
12068,111,1,21.51,5,1,1,511,2.3333333333333335,New Customers
12070,464,2,58.62,3,4,2,342,3.0,Potential
12072,495,1,37.83,3,1,1,311,1.6666666666666667,Potential
12073,365,1,30.9,3,1,1,311,1.6666666666666667,Potential
12075,224,2,136.0,4,4,4,444,4.0,Champions
12076,499,3,416.98,3,5,5,355,4.333333333333333,Loyal Customers
12077,713,1,43.49,2,1,1,211,1.3333333333333333,Lost
12078,618,2,225.26999999999998,2,4,5,245,3.6666666666666665,At Risk
12081,477,1,34.84,3,1,1,311,1.6666666666666667,Potential
12082,27,3,47.260000000000005,5,5,2,552,4.0,Potential
12083,129,1,5.62,5,1,1,511,2.3333333333333335,New Customers
12084,413,2,140.11,3,4,4,344,3.6666666666666665,Loyal Customers
12086,93,2,140.76,5,4,4,544,4.333333333333333,Champions
12089,306,1,87.21,4,1,3,413,2.6666666666666665,New Customers
12095,396,3,282.73,3,5,5,355,4.333333333333333,Loyal Customers
12096,779,1,99.37,1,1,3,113,1.6666666666666667,Lost
12097,199,1,36.76,4,1,1,411,2.0,New Customers
12098,54,2,311.89,5,4,5,545,4.666666666666667,Champions
12101,614,2,618.0,2,4,5,245,3.6666666666666665,At Risk
12103,166,4,273.38,4,5,5,455,4.666666666666667,Champions
12104,336,3,198.44,3,5,4,354,4.0,Loyal Customers
12105,159,2,447.27,4,4,5,445,4.333333333333333,Champions
12107,569,4,750.79,2,5,5,255,4.0,At Risk
12109,397,1,29.21,3,1,1,311,1.6666666666666667,Potential
12110,135,1,28.8,5,1,1,511,2.3333333333333335,New Customers
12111,171,3,386.65999999999997,4,5,5,455,4.666666666666667,Champions
12113,1030,1,292.27,1,1,5,115,2.3333333333333335,Lost
12115,468,2,198.34,3,4,4,344,3.6666666666666665,Loyal Customers
12116,49,3,209.51,5,5,4,554,4.666666666666667,Champions
12118,975,1,9.1,1,1,1,111,1.0,Lost
12120,367,1,136.07,3,1,4,314,2.6666666666666665,Potential
12121,202,1,16.96,4,1,1,411,2.0,New Customers
12122,820,1,72.31,1,1,2,112,1.3333333333333333,Lost
12123,425,3,463.74,3,5,5,355,4.333333333333333,Loyal Customers
12125,892,1,91.71,1,1,3,113,1.6666666666666667,Lost
12129,160,1,10.81,4,1,1,411,2.0,New Customers
12130,257,1,20.45,4,1,1,411,2.0,New Customers
12132,479,1,99.12,3,1,3,313,2.3333333333333335,Potential
12133,298,2,228.29,4,4,5,445,4.333333333333333,Champions
12134,157,3,203.54999999999998,4,5,4,454,4.333333333333333,Champions
12135,150,1,193.38,4,1,4,414,3.0,New Customers
12137,406,1,78.18,3,1,2,312,2.0,Potential
12141,325,1,39.63,3,1,1,311,1.6666666666666667,Potential
12143,315,1,51.24,4,1,2,412,2.3333333333333335,New Customers
12144,123,5,543.11,5,5,5,555,5.0,Champions
12146,136,2,96.54,5,4,3,543,4.0,Loyal Customers
12147,204,1,69.56,4,1,2,412,2.3333333333333335,New Customers
12148,924,1,126.65,1,1,3,113,1.6666666666666667,Lost
12149,731,1,53.33,2,1,2,212,1.6666666666666667,Lost
12150,110,1,39.46,5,1,1,511,2.3333333333333335,New Customers
12151,638,1,101.14,2,1,3,213,2.0,Lost
12155,179,2,134.66,4,4,4,444,4.0,Champions
12157,630,1,44.14,2,1,1,211,1.3333333333333333,Lost
12158,694,2,40.85,2,4,1,241,2.3333333333333335,At Risk
12161,69,4,273.11,5,5,5,555,5.0,Champions
12162,976,1,102.4,1,1,3,113,1.6666666666666667,Lost
