customer_id,num_channels,net_revenue,is_multi_touch
24612,0,80.57,0
24614,1,41.65,0
24615,1,262.77,0
24617,2,148.64,1
24618,2,509.40999999999997,1
24620,2,392.97,1
24621,1,56.75,0
24622,1,97.23,0
24624,1,87.12,0
24625,1,53.33,0
24626,2,89.72,1
24627,2,87.42,1
24628,2,310.65999999999997,1
24629,1,113.08,0
24631,1,31.52,0
24632,1,120.73,0
24634,1,42.84,0
24635,1,19.69,0
24636,1,50.68,0
24637,1,217.17,0
24638,1,155.22,0
24639,1,88.44,0
24641,3,505.24,1
24643,1,121.47,0
24644,2,182.17,1
24645,1,139.92,0
24648,1,101.22,0
24649,1,152.59,0
24650,1,43.2,0
24652,1,98.01,0
24653,1,48.63,0
24655,0,116.58,0
24656,0,133.59,0
24657,2,40.41,1
24659,1,239.74,0
24660,1,221.98999999999998,0
24661,1,37.29,0
24663,2,50.64,1
24666,1,39.68,0
24667,1,81.9,0
24670,1,90.59,0
24671,0,173.17,0
24674,1,217.1,0
24676,1,103.52,0
24677,1,19.18,0
24682,1,77.97,0
24683,1,54.75,0
24686,0,94.66,0
24690,2,335.28999999999996,1
24696,1,54.43,0
24698,1,74.12,0
24699,1,12.72,0
24700,0,62.29,0
24703,1,14.43,0
24704,1,14.39,0
24706,0,8.53,0
24707,1,98.52,0
24708,1,80.16,0
24709,2,97.6,1
24710,1,103.5,0
24711,1,25.68,0
24712,1,243.34,0
24716,1,19.97,0
24717,1,97.97,0
24718,2,203.7,1
24719,0,47.17,0
24720,1,31.91,0
24721,1,19.44,0
24722,1,157.3,0
24723,0,181.29,0
24724,1,68.98,0
24726,1,192.2,0
24727,2,261.49,1
24729,2,196.70999999999998,1
24732,0,386.7,0
24733,1,133.89,0
24734,2,42.47,1
24735,0,43.64,0
24736,0,143.6,0
24739,1,21.69,0
24740,1,577.51,0
24741,1,284.19,0
24742,2,461.13,1
24743,2,182.85,1
24745,3,249.15,1
24746,2,772.39,1
24748,1,19.69,0
24749,0,66.07,0
24750,1,92.46,0
24751,2,550.87,1
24752,1,49.8,0
24755,0,168.82,0
24757,0,218.08,0
24758,1,98.84,0
24759,3,531.2,1
24760,1,89.64,0
24761,0,380.22,0
24764,1,18.1,0
24767,2,249.29000000000002,1
24768,1,48.1,0
24769,1,45.91,0
24772,2,138.60999999999999,1
24774,1,763.02,0
24775,1,97.97,0
24779,1,63.63,0
24780,1,148.63,0
24782,1,78.87,0
24783,1,92.7,0
24784,1,169.84,0
24785,0,78.19,0
24786,1,156.6,0
24787,1,37.83,0
24788,2,64.29,1
24789,1,72.63,0
24794,3,413.35999999999996,1
24795,1,8.9,0
24798,0,99.27,0
24801,2,294.59999999999997,1
24802,0,106.94999999999999,0
24804,1,21.47,0
24807,1,17.87,0
24810,2,243.61999999999998,1
24811,1,102.66,0
24812,2,359.61,1
24813,1,63.24,0
24814,1,19.0,0
24815,1,38.77,0
24816,1,196.26,0
24820,1,94.9,0
24821,1,40.06,0
24825,1,505.9,0
24826,1,200.5,0
24827,0,214.76999999999998,0
24828,2,120.56,1
24830,1,92.84,0
24832,3,249.14000000000001,1
24833,1,25.15,0
24834,3,750.02,1
24835,1,123.51,0
24837,2,106.36,1
24838,1,55.9,0
24839,1,119.1,0
24841,0,134.33,0
24842,2,337.06,1
24843,1,41.13,0
24845,2,129.79999999999998,1
24846,1,386.0,0
24847,2,139.04,1
24848,1,243.13,0
24850,2,679.35,1
24851,0,20.82,0
24852,1,58.21,0
24855,1,139.69,0
24857,1,16.44,0
24859,0,54.2,0
24861,2,311.81,1
24865,1,85.91,0
24866,2,166.1,1
24868,1,276.1,0
24872,2,169.73000000000002,1
24876,1,45.5,0
24878,1,28.74,0
24879,2,297.16,1
24886,0,75.44,0
24887,0,72.86,0
24888,0,311.37,0
24889,1,187.2,0
24890,1,12.2,0
24896,1,131.9,0
24897,1,18.72,0
24898,1,52.56,0
24900,0,17.8,0
24903,2,391.51,1
24904,1,126.77000000000001,0
24905,2,242.32,1
24908,1,88.25,0
24910,1,8.58,0
24915,1,25.06,0
24917,2,212.64,1
24918,1,65.84,0
24919,1,373.78999999999996,0
24920,1,101.62,0
24922,1,25.9,0
24923,0,11.7,0
24924,1,24.86,0
24925,1,16.88,0
24926,1,270.43,0
24927,1,55.17,0
24928,1,30.51,0
24929,1,102.83,0
24932,1,590.21,0
24933,2,188.68,1
24937,1,102.83,0
24938,1,14.83,0
24939,1,22.72,0
24940,0,45.09,0
24941,1,14.05,0
24942,0,96.16,0
24943,1,277.41,0
24944,2,48.07,1
24945,0,174.65,0
24946,1,30.65,0
24947,1,8.37,0
24948,0,54.14,0
24953,1,63.24,0
24955,1,226.97,0
24961,1,5.62,0
24964,2,86.11000000000001,1
24966,3,394.36,1
24967,1,342.69,0
24968,2,268.26,1
24969,1,95.29,0
24970,1,352.89,0
24971,2,228.86,1
24972,2,336.65999999999997,1
24973,0,35.42,0
24976,1,99.0,0
24977,0,165.18,0
24979,1,151.11,0
24980,3,338.15000000000003,1
24981,3,273.2,1
24982,2,135.96,1
24986,1,17.14,0
24989,2,178.26999999999998,1
24991,0,57.21,0
24993,1,16.37,0
24994,1,56.22,0
24996,2,117.03,1
24997,0,245.86,0
24998,1,147.26,0
25000,1,139.87,0
25003,1,322.28,0
25004,1,333.65999999999997,0
25006,2,66.71,1
25008,2,145.11,1
25009,1,30.93,0
25013,1,525.32,0
25014,2,290.35,1
25015,1,92.00999999999999,0
25017,1,83.02,0
25020,1,186.32999999999998,0
25021,1,59.65,0
25022,1,101.71000000000001,0
25023,2,229.69,1
25024,1,181.71,0
25026,2,250.01,1
25028,1,13.42,0
25029,1,34.2,0
25030,1,143.26,0
25032,3,493.86,1
25033,1,25.5,0
25035,1,120.18,0
25037,1,63.19,0
25040,1,330.65,0
25042,1,47.48,0
25045,0,377.64,0
25046,1,5.91,0
25047,1,56.55,0
25049,1,34.12,0
25051,1,279.87,0
25052,1,334.26,0
25053,1,117.03,0
25056,1,133.78,0
25058,2,65.66,1
25060,0,82.85,0
25061,2,155.31,1
25063,1,51.26,0
25064,2,71.44,1
25070,2,108.97,1
25072,1,17.87,0
25074,1,47.27,0
25079,1,213.2,0
25081,1,99.87,0
25082,2,89.89,1
25083,1,21.02,0
25085,1,71.96,0
25088,2,244.78,1
25089,3,456.51,1
25091,1,116.58,0
25093,2,390.17,1
25095,2,160.14000000000001,1
25100,1,472.39,0
25102,0,71.95,0
25105,1,85.26,0
25106,1,41.29,0
25107,1,209.19,0
25108,1,78.58,0
25109,1,20.3,0
25110,1,19.97,0
25111,1,127.69,0
25112,1,108.56,0
25113,2,51.57,1
25114,1,41.77,0
25117,3,684.48,1
25119,1,91.4,0
25122,2,587.46,1
25124,1,60.39,0
25126,0,135.94,0
25128,1,57.05,0
25129,3,219.01,1
25131,1,118.48,0
25132,1,96.37,0
25134,1,7.89,0
25136,1,300.93,0
25137,1,175.56,0
25138,0,35.23,0
25139,2,267.05,1
25140,2,318.53999999999996,1
25141,1,97.5,0
25142,0,240.06,0
25143,1,92.36,0
25144,1,75.8,0
25146,1,32.45,0
25147,2,101.25,1
25148,2,190.93,1
25149,3,531.54,1
25153,2,486.46,1
25154,1,229.84,0
25157,1,97.38,0
25158,1,73.03,0
25159,1,55.2,0
25160,1,249.01000000000002,0
25161,1,417.99,0
25162,0,41.65,0
25163,0,158.14,0
25165,0,64.06,0
25166,1,18.23,0
25167,1,201.60999999999999,0
25168,1,81.69,0
25169,2,264.32,1
25170,1,45.14,0
25171,1,113.24,0
25172,1,108.02,0
25175,2,247.26,1
25176,2,136.96,1
25177,1,92.39,0
25178,1,23.84,0
25179,1,119.11,0
25180,2,182.76,1
25182,1,15.42,0
25184,1,150.72,0
25186,1,195.74,0
25189,1,88.68,0
25190,1,8.86,0
25191,0,20.88,0
25192,0,121.38,0
25193,1,405.14,0
25194,1,461.51,0
25197,1,325.9,0
25198,2,120.28999999999999,1
25199,2,87.62,1
25200,1,8.83,0
25201,1,90.88,0
25202,1,206.85000000000002,0
25204,1,172.13,0
25205,2,199.08999999999997,1
25208,1,240.45,0
25209,1,67.04,0
25210,3,263.77,1
25211,1,70.34,0
25212,1,259.17,0
25213,1,172.72,0
25214,1,83.07,0
25215,2,470.89,1
25216,1,42.76,0
25217,1,98.04,0
25218,1,595.53,0
25219,1,97.74,0
25221,1,19.04,0
25222,1,249.22,0
25223,1,167.88,0
25224,2,43.55,1
25225,1,65.64,0
25226,1,126.47,0
25228,1,17.14,0
25229,1,226.34,0
25231,1,192.84,0
25232,2,184.07000000000002,1
25234,0,77.29,0
25236,1,231.22,0
25237,2,466.85,1
25238,2,113.39,1
25239,1,53.1,0
25240,0,453.69,0
25241,2,205.39,1
25242,2,232.24,1
25245,1,304.72,0
25246,1,18.71,0
25247,1,19.62,0
25248,1,33.1,0
25249,2,239.85999999999999,1
25251,1,59.56,0
25252,0,473.84,0
25253,1,21.52,0
25255,1,54.05,0
25256,1,95.85,0
25258,1,50.36,0
25262,1,389.91999999999996,0
25263,1,108.87,0
25264,1,40.04,0
25265,1,53.46,0
25266,3,228.47000000000003,1
25268,1,44.4,0
25269,1,391.95,0
25270,1,84.0,0
25271,1,185.25,0
25273,3,474.46999999999997,1
25276,1,388.56,0
25277,2,83.59,1
25279,1,131.78,0
25280,1,169.07,0
25281,2,128.17000000000002,1
25283,1,69.39,0
25285,0,88.48,0
25286,0,7.76,0
25287,1,50.06,0
25288,1,100.06,0
25289,2,62.56,1
25292,1,230.17,0
25293,0,109.97999999999999,0
25295,1,179.99,0
25296,0,208.94,0
25297,1,22.68,0
25298,1,112.91,0
25301,2,355.99,1
25302,1,46.86,0
25306,2,82.31,1
25307,2,81.46000000000001,1
25308,3,444.13,1
25309,2,83.38,1
25310,1,67.41,0
25311,1,14.57,0
25313,2,180.36999999999998,1
25314,2,106.98,1
25315,1,98.75,0
25316,2,135.73,1
25317,2,278.98,1
25322,1,154.54,0
25325,2,62.15,1
25328,1,260.47,0
25330,1,197.07,0
25331,0,83.59,0
25332,2,231.45,1
25333,1,6.83,0
25334,1,6.68,0
25337,1,865.35,0
25340,1,15.22,0
25341,1,143.42,0
25343,2,466.1,1
25345,1,446.06000000000006,0
25346,1,55.48,0
25348,1,172.18,0
25349,0,155.96,0
25350,2,237.36,1
25352,1,89.8,0
25356,1,157.28,0
25358,1,60.09,0
25361,1,76.66,0
25362,1,199.21,0
25365,1,69.85,0
25367,1,71.61,0
25373,1,129.74,0
25374,1,126.81,0
25377,1,94.32,0
25378,0,144.75,0
25381,1,39.31,0
25383,2,144.17,1
25384,0,79.24,0
25386,2,194.49,1
25387,3,239.45,1
25388,3,150.07,1
25389,2,182.36,1
25390,1,69.87,0
25391,0,149.9,0
25393,1,86.52,0
25394,2,360.02,1
25395,0,41.31,0
25396,0,71.66,0
25398,2,334.55,1
25399,1,12.25,0
25403,1,47.94,0
25404,0,102.83,0
25405,1,314.86,0
25406,1,174.05,0
25407,2,271.38,1
25409,0,8.37,0
25413,1,137.97,0
25415,1,87.61,0
25417,1,125.9,0
25419,1,92.08,0
25420,1,167.88,0
25421,1,11.35,0
25422,0,12.45,0
25424,2,101.69,1
25426,2,247.92,1
25430,1,45.88,0
25432,1,74.15,0
25433,2,183.5,1
25434,1,138.64,0
25435,1,35.08,0
25437,1,126.93,0
25438,1,29.85,0
25439,1,72.31,0
25440,1,10.36,0
25441,1,96.64,0
25442,2,110.91,1
25444,1,101.88,0
25448,1,232.98999999999998,0
25449,1,176.43,0
25450,1,230.04,0
25452,1,18.04,0
25453,2,144.09,1
25455,1,69.16,0
25456,0,117.03,0
25457,1,62.39,0
25460,1,18.22,0
25461,1,53.72,0
25462,1,379.3,0
25463,0,251.74,0
25464,1,351.48,0
25465,0,137.36,0
25466,2,143.21,1
25467,1,123.15,0
25468,2,156.95,1
25470,1,151.45000000000002,0
25471,1,13.2,0
25472,1,317.18,0
25475,1,93.63,0
25476,3,336.85,1
25477,3,555.57,1
25479,2,40.370000000000005,1
25481,3,419.68,1
25482,1,78.51,0
25486,1,192.41,0
25487,2,156.37,1
25488,1,8.56,0
25489,1,69.52,0
25492,3,243.66,1
25493,0,13.06,0
25494,0,489.36,0
25495,1,544.78,0
25496,3,390.69,1
25497,0,31.91,0
25498,1,16.44,0
25499,2,323.05,1
25504,1,16.94,0
25505,2,73.87,1
25506,1,55.66,0
25511,2,189.22,1
25513,2,114.30000000000001,1
25519,0,10.85,0
25522,1,175.02,0
25524,2,226.23,1
25525,1,95.75999999999999,0
25526,0,15.34,0
25528,1,138.9,0
25529,0,73.82,0
25531,1,44.49,0
25533,1,412.54,0
25535,1,124.16,0
25537,1,322.88,0
25538,1,22.47,0
25539,2,96.21,1
25541,2,252.82,1
25542,1,87.05,0
25544,0,68.35,0
25545,1,102.58,0
25546,1,114.61,0
25547,0,51.33,0
25550,3,305.31,1
25551,1,40.45,0
25552,2,82.64,1
25553,0,229.24,0
25554,1,37.65,0
25555,1,345.8,0
25556,1,206.96,0
25558,1,67.53999999999999,0
25559,1,20.3,0
25560,1,104.32,0
25561,1,7.39,0
25563,2,227.29999999999998,1
25564,1,453.56,0
25565,1,146.46,0
25568,0,154.38,0
25569,1,20.22,0
25570,1,16.62,0
25571,1,56.52,0
25576,2,132.2,1
25577,1,95.76,0
25578,0,128.37,0
25580,1,45.03,0
25581,1,45.83,0
25582,1,30.0,0
25583,1,74.5,0
25585,1,205.09,0
25587,1,224.06,0
25589,1,43.57,0
25590,1,121.92,0
25591,1,179.56,0
25592,1,34.24,0
25593,2,91.56,1
25595,2,126.44999999999999,1
25599,0,140.42,0
25600,2,472.0,1
25602,1,157.4,0
25604,2,952.8399999999999,1
25605,1,221.36,0
25606,1,114.33,0
25607,2,93.95,1
25609,2,33.54,1
25611,1,209.53,0
25612,1,134.33,0
25613,0,55.65,0
25614,1,56.49,0
25615,1,134.85,0
25619,2,46.28,1
25620,2,173.78,1
25621,1,70.71000000000001,0
25624,3,441.28999999999996,1
25626,1,90.1,0
25628,1,278.72,0
25630,1,229.83,0
25635,0,111.31,0
25636,2,188.01999999999998,1
25637,1,98.94,0
25638,1,57.36,0
25639,1,205.02,0
25640,2,271.27,1
25643,1,25.26,0
25644,1,22.83,0
25645,1,11.22,0
25646,2,251.04,1
25647,1,87.28,0
25648,1,7.82,0
25649,2,165.3,1
25650,1,155.95,0
25651,2,61.800000000000004,1
25652,1,78.4,0
25653,1,55.93,0
25656,1,176.75,0
25657,2,208.12,1
25659,1,58.34,0
25660,2,117.28999999999999,1
25663,2,219.51999999999998,1
25664,1,49.93,0
25665,0,36.35,0
25667,0,25.76,0
25668,1,391.20000000000005,0
25669,0,57.7,0
25671,1,40.65,0
25672,2,306.47,1
25674,1,44.4,0
25676,1,89.41,0
25678,1,299.35,0
25679,2,100.28999999999999,1
25680,1,32.97,0
25681,2,86.65,1
25682,1,117.98,0
25683,1,32.38,0
25684,2,159.59,1
25685,1,15.42,0
25686,1,45.85,0
25687,1,34.68,0
25688,1,62.53,0
25689,1,86.94,0
25690,2,128.76,1
25691,1,15.41,0
25692,2,207.65999999999997,1
25693,0,23.85,0
25694,2,122.9,1
25695,0,717.48,0
25698,1,98.98,0
25699,1,22.68,0
25700,1,32.72,0
25702,1,277.31,0
25703,2,1057.01,1
25705,1,64.17,0
25707,1,202.62,0
25709,1,415.74,0
25710,1,60.9,0
25711,2,46.93,1
25712,2,159.75,1
25714,2,40.81,1
25715,1,183.56,0
25717,1,74.47,0
25718,0,137.52,0
25719,1,76.98,0
25720,4,163.44,1
25721,2,218.29,1
25723,1,45.12,0
25725,1,248.91,0
25726,1,307.75,0
25727,1,69.99,0
25729,0,29.28,0
25732,1,27.12,0
25733,1,44.4,0
25734,0,214.8,0
25735,1,88.03999999999999,0
25736,1,40.9,0
25737,1,161.82999999999998,0
25738,2,146.69,1
25739,2,126.63999999999999,1
25740,0,31.39,0
25741,0,45.51,0
25742,1,62.01,0
25743,1,36.28,0
25745,2,72.06,1
25747,1,36.14,0
25748,1,139.84,0
25749,1,217.98,0
25750,1,62.52,0
25751,1,46.71,0
25752,0,83.16,0
25755,1,53.62,0
25756,1,228.26,0
25758,1,130.17,0
25761,0,65.68,0
25763,1,33.36,0
25765,1,53.28999999999999,0
25766,2,183.2,1
25767,1,30.09,0
25769,1,52.88,0
25770,1,104.58,0
25771,1,185.95,0
25772,0,124.29,0
25773,2,189.7,1
25774,2,309.59999999999997,1
25776,1,20.7,0
25778,2,140.35,1
25779,1,93.63,0
25780,1,81.11,0
25782,2,98.04,1
25784,1,15.07,0
25785,1,20.2,0
25787,1,13.62,0
25791,1,92.08,0
25792,0,103.13,0
25793,1,52.22,0
25796,1,36.39,0
25797,2,123.67,1
25801,2,233.59,1
25802,2,105.73,1
25804,1,518.6899999999999,0
25806,1,36.14,0
25807,0,161.28,0
25811,1,196.26,0
25812,1,88.47,0
25815,0,7.99,0
25817,1,34.95,0
25818,1,18.13,0
25819,1,125.17,0
25821,1,55.17,0
25822,0,70.24,0
25824,2,235.73,1
25826,1,107.13,0
25827,1,209.79,0
25829,1,97.1,0
25831,1,322.56,0
25833,0,19.18,0
25834,2,165.48000000000002,1
25835,2,101.36,1
25839,0,80.41,0
25840,1,57.03,0
25841,1,272.64,0
25842,1,284.85,0
25846,2,153.76,1
25849,1,191.93,0
25850,1,39.370000000000005,0
25852,3,305.63,1
25853,2,187.46,1
25854,2,514.92,1
25857,1,85.26,0
25858,0,48.45,0
25859,3,131.4,1
25861,1,279.67,0
25864,0,91.71,0
25865,2,680.9399999999999,1
25866,2,495.12,1
25867,1,132.75,0
25868,1,110.08,0
25870,1,69.88,0
25872,0,96.17,0
25878,1,90.88,0
25879,1,29.36,0
25880,1,130.26,0
25881,1,108.62,0
25884,2,614.4200000000001,1
25885,0,34.45,0
25886,0,511.08,0
25887,3,846.9399999999999,1
25888,0,115.2,0
25889,1,131.52,0
25891,2,274.09,1
25892,1,141.47,0
25893,1,80.04,0
25894,1,80.38,0
25895,1,52.81,0
25897,1,25.97,0
25898,1,31.54,0
25899,1,39.6,0
25901,2,369.05,1
25902,1,196.46,0
25903,1,11.68,0
25905,1,320.16,0
25907,1,86.95,0
25908,3,477.27,1
25911,1,48.57,0
25917,2,106.61000000000001,1
25918,1,218.08,0
25922,0,322.92,0
25923,0,96.76,0
25924,1,15.01,0
25927,1,266.34,0
25929,1,12.55,0
25930,1,144.0,0
25932,1,13.62,0
25935,1,75.56,0
25936,1,100.25999999999999,0
25938,2,143.96,1
25939,2,71.92,1
25942,1,156.32,0
25945,1,42.76,0
25947,0,99.14,0
25948,1,174.79,0
25949,1,96.37,0
25951,2,72.98,1
25952,2,84.74,1
25953,1,347.39,0
25958,1,73.38,0
25959,2,89.24000000000001,1
25962,1,87.0,0
25963,1,94.89,0
25964,1,88.9,0
25965,1,50.49,0
25969,1,55.34,0
25970,2,152.26,1
25973,2,428.77,1
25974,1,156.86,0
25975,1,141.48,0
25976,1,174.27,0
25977,2,196.49,1
25978,2,76.31,1
25979,1,194.1,0
25980,1,85.0,0
25981,3,200.74,1
25984,2,63.809999999999995,1
25986,1,63.7,0
25987,1,61.25,0
25989,2,44.57,1
25991,1,129.12,0
25992,1,247.59,0
25994,1,16.11,0
25995,1,76.98,0
25996,1,95.26,0
25997,1,199.24,0
25998,1,131.33,0
26000,1,237.66,0
26001,1,69.93,0
26004,1,162.99,0
26006,1,26.3,0
26007,0,76.98,0
26008,2,146.56,1
26009,1,68.68,0
26012,3,210.7,1
26013,1,10.31,0
26014,0,21.06,0
26015,1,110.08,0
26017,2,44.480000000000004,1
26019,1,59.97,0
26020,1,155.9,0
26021,2,242.4,1
26023,2,183.42000000000002,1
26024,1,64.02,0
26025,0,29.9,0
26028,1,224.86,0
26031,0,56.72,0
26032,2,443.34000000000003,1
26033,1,268.89,0
26034,1,57.89,0
26035,0,145.73,0
26037,3,526.15,1
26038,1,30.14,0
26039,1,560.47,0
26040,1,82.76,0
26041,1,161.16,0
26043,1,31.97,0
26044,0,90.39,0
26045,1,113.36,0
26047,2,76.27000000000001,1
26049,1,59.23,0
26050,2,89.48,1
26051,0,34.32,0
26053,1,43.49,0
26055,0,76.17,0
26056,1,12.29,0
26057,0,185.28,0
26058,1,267.01,0
26059,1,99.7,0
26061,1,38.14,0
26062,1,359.14,0
26063,2,377.65999999999997,1
26064,2,149.84,1
26065,2,152.12,1
26066,2,159.4,1
26067,2,389.72,1
26068,1,156.6,0
26069,1,85.77,0
26071,3,298.06,1
26072,1,189.65,0
26073,1,46.38,0
26076,1,7.56,0
26077,1,118.65,0
26078,0,23.4,0
26079,1,47.35,0
26080,2,162.38,1
26081,1,249.1,0
26085,1,132.32,0
26088,1,33.52,0
26089,1,126.99,0
26090,1,191.18,0
26091,2,323.74,1
26092,1,34.32,0
26094,1,52.26,0
26095,1,230.65,0
26096,1,92.35000000000001,0
26097,2,431.93,1
26098,1,38.62,0
26102,0,7.67,0
26104,0,73.36,0
26106,1,438.54,0
26114,2,248.46,1
26115,2,229.19,1
26119,1,12.55,0
26120,1,130.73,0
26121,1,131.33,0
26126,1,225.44,0
26127,1,266.34,0
26129,2,162.39,1
26130,0,33.85,0
26131,1,54.05,0
26132,2,216.20000000000002,1
26133,3,365.32000000000005,1
26134,2,115.63,1
26135,0,154.44,0
26138,1,74.52,0
26139,2,225.25,1
26140,2,111.85,1
26141,1,60.51,0
26142,2,272.12,1
26144,1,150.03,0
26145,2,369.75,1
26146,1,34.66,0
26147,2,186.56,1
26148,3,127.32000000000001,1
26150,1,52.61,0
26151,2,135.31,1
26152,1,274.8,0
26153,1,51.47,0
26154,1,162.78,0
26156,1,69.15,0
26157,1,104.06,0
26158,1,95.42,0
26159,1,16.37,0
26161,2,156.91000000000003,1
26162,1,46.72,0
26165,1,197.11,0
26166,1,143.6,0
26168,1,171.53,0
26170,2,188.43,1
26173,1,145.96,0
26176,2,195.85000000000002,1
26177,1,110.03999999999999,0
26178,2,128.86,1
26179,1,51.41,0
26180,1,43.85,0
26181,1,87.61,0
26182,1,50.63,0
26183,1,34.39,0
26184,1,61.22,0
26186,1,135.06,0
26187,2,123.31,1
26189,2,103.83,1
26191,2,218.26999999999998,1
26196,1,21.58,0
26197,0,131.33,0
26198,1,21.21,0
26200,1,197.52,0
26204,1,34.790000000000006,0
26205,2,288.17,1
26206,2,216.25,1
26207,2,356.24,1
26209,1,162.78,0
26213,1,11.41,0
26215,1,12.51,0
26217,1,272.64,0
26219,1,17.5,0
26220,2,234.04,1
26221,2,69.6,1
26222,1,227.81,0
26223,1,81.61,0
26224,1,159.44,0
26225,1,193.67,0
26228,1,105.37,0
26229,2,155.76,1
26232,1,253.12,0
26233,0,104.05,0
26234,2,92.30000000000001,1
26238,0,69.72,0
26240,1,39.65,0
26242,0,13.52,0
26243,1,35.27,0
26244,1,589.42,0
26245,1,79.31,0
26246,3,436.72,1
26248,1,71.02,0
26250,1,94.71,0
26251,0,70.73,0
26254,1,95.64,0
26256,2,168.72,1
26257,1,331.08,0
26258,1,69.16,0
26261,3,577.46,1
26263,2,131.49,1
26266,1,280.31,0
26268,1,179.88,0
26270,1,41.07,0
26272,1,23.87,0
26273,2,38.69,1
26278,1,477.17,0
26280,1,329.61,0
26281,2,77.61,1
26283,1,190.96,0
26284,1,36.58,0
26287,1,50.44,0
26289,1,220.86,0
26290,1,80.73,0
26291,1,148.75,0
26292,2,317.16,1
26293,1,134.08,0
26294,1,188.60999999999999,0
26295,2,191.87,1
26297,2,384.39,1
26300,1,86.29,0
26301,2,69.24,1
26303,2,290.22,1
26304,1,74.69,0
26305,1,37.83,0
26308,2,956.01,1
26309,1,48.28,0
26310,1,33.04,0
26311,2,203.97,1
26312,2,215.47000000000003,1
26313,2,248.57999999999998,1
26314,1,15.93,0
26315,1,171.88000000000002,0
26317,2,114.0,1
26318,1,130.14,0
26319,1,174.88,0
26320,0,15.68,0
26322,1,28.21,0
26325,1,65.38,0
26326,0,61.85,0
26332,1,105.36,0
26340,1,282.31,0
26342,1,218.14,0
26343,3,209.95999999999998,1
26347,1,78.43,0
26348,1,292.84,0
26350,0,41.43,0
26351,1,146.71,0
26352,1,487.68,0
26353,1,23.93,0
26354,1,49.51,0
26355,1,82.92,0
26357,0,57.04,0
26358,1,658.0,0
26360,1,229.01,0
26362,1,101.7,0
26363,1,7.05,0
26364,2,150.22,1
26365,1,159.24,0
26366,0,56.19,0
26368,1,109.53999999999999,0
26369,1,98.66,0
26373,2,137.26,1
26377,1,114.87,0
26378,2,100.17999999999999,1
26379,1,69.28,0
26380,1,52.31,0
26381,1,213.69,0
26382,1,32.55,0
26383,1,374.44,0
26387,1,117.54,0
26388,2,203.27999999999997,1
26389,0,146.97,0
26391,1,63.18,0
26393,1,34.32,0
26394,0,215.24,0
26395,1,137.97,0
26396,1,101.77,0
26397,1,191.49,0
26401,1,215.85999999999999,0
26403,0,13.35,0
26404,1,87.37,0
26405,2,28.29,1
26406,1,52.97,0
26407,0,121.77,0
26409,1,200.92000000000002,0
26410,1,251.34,0
26412,0,137.03,0
26413,1,62.11,0
26415,1,126.91,0
26419,1,13.7,0
26421,1,540.07,0
26422,3,315.7,1
26423,0,114.64,0
26424,2,346.27,1
26425,0,9.34,0
26426,1,20.95,0
26429,1,58.08,0
26432,1,91.06,0
26435,1,64.82,0
26439,1,75.62,0
26443,1,335.52,0
26444,2,145.23,1
26445,1,14.7,0
26446,1,97.84,0
26447,1,373.52,0
26449,2,188.82999999999998,1
26450,1,79.4,0
26451,1,39.13,0
26452,2,249.31,1
26453,1,6.36,0
26455,1,340.5,0
26456,1,220.16,0
26458,1,27.67,0
26466,1,44.24,0
26467,1,34.9,0
26469,0,226.65,0
26471,1,63.83,0
26472,1,391.52,0
26473,2,1011.6199999999999,1
26475,1,306.24,0
26476,0,56.14,0
26478,2,110.52,1
26479,1,136.7,0
26480,1,173.67,0
26482,1,86.72,0
26483,1,296.23,0
26486,1,145.65,0
26489,2,235.01,1
26490,0,146.97,0
26491,1,133.02,0
26493,0,87.22,0
26495,1,69.66,0
26496,0,207.45,0
26499,0,48.49,0
26501,2,416.28,1
26503,1,32.92,0
26504,0,78.19,0
26505,1,51.33,0
26507,1,130.95,0
26508,1,136.42,0
26509,1,11.2,0
26510,1,130.42,0
26511,1,14.73,0
26512,1,158.91,0
26515,1,13.89,0
26517,1,160.14,0
26520,1,313.63,0
26523,1,13.0,0
26524,1,78.87,0
26526,1,61.2,0
26527,2,122.69,1
26531,1,318.72,0
26532,1,53.86,0
26535,2,33.1,1
26537,1,140.8,0
26538,1,299.52,0
26541,1,189.46,0
26548,1,269.42,0
26550,0,60.28,0
26552,1,68.63,0
26553,1,146.65,0
26554,1,70.44,0
26557,3,542.5,1
26558,2,176.39,1
26559,1,83.37,0
26561,2,194.66000000000003,1
26562,1,251.60999999999999,0
26563,1,88.35,0
26564,1,203.41,0
26565,1,15.1,0
26566,0,547.66,0
26569,2,331.82,1
26570,1,26.54,0
26572,2,181.96,1
26573,2,141.92,1
26574,1,26.95,0
26575,1,210.81,0
26576,1,203.63,0
26580,2,233.0,1
26581,2,292.01,1
26582,1,83.99,0
26584,2,118.64,1
26586,0,10.36,0
26587,2,308.65999999999997,1
26589,2,151.39,1
26592,1,278.37,0
26593,1,166.07999999999998,0
26594,1,133.62,0
26595,1,71.14,0
26596,1,94.21000000000001,0
26597,1,75.19,0
26598,2,391.19,1
26599,1,37.49,0
26601,2,335.83,1
26605,3,309.45,1
26607,1,111.47,0
26608,1,24.27,0
26609,2,29.5,1
26610,2,197.51,1
26611,2,115.44,1
26615,1,377.64,0
26617,0,56.64,0
26619,1,376.73,0
26621,2,294.72,1
26622,2,131.29,1
26626,1,36.1,0
26628,2,60.480000000000004,1
26629,3,108.06,1
